scientificName,imageCount,hasImages,gbifTaxonKeyOrReason
Calolisianthus pedunculatus (Cham. & Schltdl.) Gilg,20,True,7270084
Eugenia expansa Spring ex Mart.,0,False,erro_rede
Bidens squarrosa Kunth,0,False,erro_rede
Peixotoa reticulata Griseb.,20,True,3985684
Oenothera mollissima L.,20,True,3188811
Machaerium opacum Vogel,0,False,erro_rede
"Perigea xylophasioides Guenée, 1852",0,False,erro_rede
Emmotum orbiculatum (Benth.) Miers,0,False,erro_rede
"Leucopternis melanops (Latham, 1790)",20,True,2480402
Baccharis pingraea DC.,20,True,8257122
Browallia americana L.,0,False,erro_rede
Anemia antrorsa Mickel,0,False,erro_rede
Elaphoglossum schwackeanum Brade,4,True,4011952
Adelobotrys adscendens (Sw.) Triana,20,True,3860874
"Adeloneivaia fallax (Boisduval, 1872)",0,False,erro_rede
"Gymnetis aurantivittae Ratcliffe, 2018",0,False,erro_rede
Guadua velutina Londoño & L.G.Clark,20,True,4127622
"Apoica (Apoica) pallens (Fabricius, 1804)",20,True,1310495
"Leopardus wiedii (Schinz, 1821)",0,False,erro_rede
"Lamprosoma amethystinum Perty, 1832",0,False,erro_rede
"Stilodes flavosignata (Stål, 1859)",0,False,erro_rede
Chusquea sellowii Rupr.,0,False,erro_rede
"Ictinia plumbea (Gmelin, 1788)",20,True,2480720
Mycena holoporphyra (Berk. & M.A. Curtis) Singer,20,True,5447760
"Geocoris ventralis (Fieber, 1861)",0,False,erro_rede
Leandra dendroides (Naudin) Cogn.,0,False,erro_rede
Cuphea micrantha Kunth,0,False,erro_rede
Anathallis recurvipetala (Barb.Rodr.) F.Barros & Barberena,2,True,7933297
Pleroma sellowianum (Cham.) P.J.F.Guim. & Michelang.,20,True,10888740
"Falco rufigularis Daudin, 1800",0,False,erro_rede
Isotachis aubertii (Schwägr.) Mitt.,0,False,erro_rede
Pabstiella decurva Luer & Toscano,0,False,erro_rede
"Ameerega berohoka Vaz-Silva & Maciel, 2011",20,True,8347818
Lippia lacunosa Mart. & Schauer,20,True,7297656
"Plistonax difficilis (Melzer, 1934)",0,False,erro_rede
Pitcairnia torresiana L.B.Sm.,0,False,erro_rede
"Mickelia oligarchica (Baker) R.C.Moran, Labiak & Sundue",0,False,erro_rede
Struthanthus podopterus (Cham. & Schltdl.) G.Don,9,True,4001580
Paepalanthus grao-mogolensis Silveira,0,False,erro_rede
"Rhaphiodon vulpinus Spix & Agassiz, 1829",20,True,5204138
Guatteria ferruginea A.St.-Hil.,0,False,erro_rede
Onychopetalum periquino (Rusby) D.M.Johnson & N.A.Murray,0,False,erro_rede
Manettia glaziovii Wernham,20,True,5338500
Miconia crassinervia Cogn.,20,True,3868763
Symbiezidium transversale (Sw.) Trevis.,0,False,erro_rede
"Heliophanus hamifer Simon, 1886",0,False,erro_rede
Goniopteris monosora (C.Presl) Brade,0,False,erro_rede
"Phaeochlaena lampra Proust, 1918",0,False,erro_rede
Pachira glabra Pasq.,20,True,4073899
"Adelpha iphicleola (H. Bates, 1864)",20,True,10236487
"Prothysana terminalis Walker, 1865",0,False,erro_rede
Pleopeltis pleopeltifolia (Raddi) Alston,0,False,erro_rede
Eriochrysis warmingiana (Hack.) Kuhlm.,0,False,erro_rede
"Harpochilus paraibanus F.K.S. Monteiro, J.I.M. Melo & E.M.P. Fernando",18,True,9974702
"Ptecticus testaceus (Fabricius, 1794)",20,True,1579143
"Anthonomus grandis Boheman, 1843",0,False,erro_rede
"Calodesma dioptis (Felder, 1874)",0,False,erro_rede
"Iphiclus (Megaprotus) signatus (Duponchel, 1825)",20,True,4571823
Macropsychanthus grandiflorus (Mart. ex Benth.) L.P.Queiroz & Snak,20,True,11005293
Myrciaria strigipes O.Berg,0,False,erro_rede
"Mahanarva (Ipiranga) integra (Walker, 1858)",0,False,erro_rede
Costus scaber Ruiz & Pav.,20,True,2756885
Dichaea calyculata Poepp & Endl.,20,True,2790005
"Alpaida lomba Levi, 1988",0,False,erro_rede
Miconia amacurensis Wurdack,0,False,erro_rede
"Dosinia concentrica (Born, 1778)",20,True,6525552
"Gallinago paraguaiae (Vieillot, 1816)",20,True,2481829
Angelonia integerrima Spreng.,0,False,erro_rede
"Gracilinanus emiliae (Thomas, 1909)",0,False,erro_rede
Centrolobium microchaete (Mart. ex Benth.) H.C.Lima,0,False,erro_rede
"Archosargus probatocephalus (Walbaum, 1792)",0,False,erro_rede
Stomatanthes corumbensis (B.L.Rob.) R.M.King & H.Rob.,20,True,3141824
Ludwigia peruviana (L.) H.Hara,20,True,5421024
Pogonophora schomburgkiana Miers ex Benth.,0,False,erro_rede
"Hypercompe abdominalis (Walker, 1865)",0,False,erro_rede
"Mytella strigata Hanley, 1843",0,False,erro_rede
Alysicarpus vaginalis (L.) DC.,20,True,2948605
Imperata brasiliensis Trin.,20,True,5289717
"Stephanophorus diadematus (Temminck, 1823)",0,False,erro_rede
Lafoensia vandelliana Cham. & Schltdl.,0,False,erro_rede
"Aellopos ceculus (Cramer, 1777)",20,True,5124452
Pilosocereus pentaedrophorus (Labour.) Byles & G.D.Rowley,20,True,7284308
"Astylus (Astylus) cyanerythrus (Perty, 1830)",0,False,sem_match_taxonomico
Rhamnidium glabrum Reissek,0,False,erro_rede
"Iphiclus (Iphiclus) decemnotatus (Duponchel, 1825)",20,True,4571823
"Epicauta excavata (Klug, 1825)",0,False,erro_rede
"Napeogenes inachia (Hewitson, 1855)",0,False,erro_rede
Handroanthus barbatus (E.Mey.) Mattos,20,True,4092539
"Lophornis gouldii (Lesson, 1832)",20,True,2477008
"Chalepus putzeysi (Chapuis, 1877)",0,False,erro_rede
Solanum thomasiifolium Sendtn.,0,False,erro_rede
"Pero buckleyi (Butler, 1881)",0,False,erro_rede
Sisyrinchium rectilineum Ravenna,0,False,erro_rede
Asplenium pteropus Kaulf.,20,True,2650599
Elaeoluma glabrescens (Mart. & Eichler) Aubrév.,20,True,2886343
Oxalis pyrenea Taub.,0,False,erro_rede
Sandemania hoehnei (Cogn.) Wurdack,0,False,erro_rede
"Atractus poeppigi (Jan, 1862)",3,True,5223898
"Pomacea scalaris d'Orbigny, 1835",20,True,5857780
"Ilyobius flammatus (Penny, 1982)",0,False,erro_rede
"Synargis galena (Bates, 1868)",0,False,erro_rede
"Rhetus arcius (Linnaeus, 1763)",0,False,erro_rede
"Pseudis paradoxa (Linnaeus, 1758)",0,False,erro_rede
Danaea geniculata Raddi,20,True,5615685
Podocarpus lambertii Klotzsch ex Endl.,20,True,5285964
Rudgea jasminoides (Cham.) Müll.Arg.,0,False,erro_rede
Serjania paludosa Cambess.,0,False,erro_rede
Oleandra australis Schwartsb. & J. Prado,2,True,9064010
Frullania dusenii Steph.,0,False,erro_rede
"Lucilia sericata (Meigen, 1826)",20,True,5063973
Leandra regnellii (Triana) Cogn.,0,False,erro_rede
"Hamadryas arete (Doubleday, 1847)",0,False,erro_rede
Barbacenia spectabilis L.B.Sm. & Ayensu,9,True,2863783
Hypochaeris chillensis (Kunth) Britton,0,False,erro_rede
Unonopsis renatoi Maas & Westra,13,True,7902485
"Metadiaea fidelis (Mello-Leitão, 1929)",0,False,erro_rede
Elvasia quinqueloba Spruce ex Engl.,0,False,erro_rede
"Arzecla taminella (Schaus, 1902)",20,True,9316127
Weissia jamaicensis (Mitt.) Grout,20,True,5280922
Centrosema coriaceum Benth.,0,False,erro_rede
Calibrachoa linoides (Sendtn.) Wijsman,0,False,erro_rede
"Boana joaquini (Lutz, 1968)",15,True,5218004
Doliocarpus glomeratus Eichler,20,True,4163624
Tocoyena formosa (Cham. & Schltdl.) K.Schum.,0,False,erro_rede
"Amerotyphlops bronguersmianus (Vanzolini, 1976)",0,False,erro_rede
Oxalis densifolia Mart. & Zucc. ex Zucc.,0,False,erro_rede
Eriocaulon ulaei Ruhland,10,True,2690298
Coccocypselum capitatum (Graham) C.B.Costa & Mamede,20,True,2906944
Pavonia communis A.St.-Hil.,0,False,erro_rede
Peperomia circinnata Link,0,False,erro_rede
Qualea parviflora Mart.,0,False,erro_rede
"Stalachtis lineata (Guérin-Méneville, 1844)",0,False,erro_rede
Aphelandra prismatica (Vell.) Hiern,20,True,7264058
"Synchlora expulsata (Walker, 1861)",20,True,10650351
Monnina insignis A.W.Benn.,0,False,erro_rede
Ricinus communis L.,0,False,erro_rede
Wolffiella oblonga (Phil.) Hegelm.,0,False,erro_rede
"Edessa dolichocera (Lichtenstein, 1795)",20,True,9488341
Libidibia leiostachya (Benth.) F.G.A.Oliveira & L.P.Queiroz,20,True,6376506
Herreria salsaparilha Mart.,0,False,erro_rede
"Proceratophrys strussmannae Ávila, Kawashita-Ribeiro & Morais, 2011",0,False,erro_rede
"Dendrophryniscus berthalutzae Izecksohn, 1994",0,False,erro_rede
Peperomia alata Ruiz & Pav.,0,False,erro_rede
"Mouralia tinctoides (Guenée, 1852)",20,True,1767925
Lindsaea virescens Sw.,20,True,7265936
Canistropsis seidelii (L.B.Sm. & Reitz) Leme,0,False,erro_rede
Macrolepiota bonaerensis (Speg.) Raithelh.,2,True,3339771
"Anasa apicalis (Westwood, 1842)",20,True,4388388
Miconia argyrophylla DC.,0,False,erro_rede
Clematis dioica L.,0,False,erro_rede
Hedwigia ciliata (Hedw.) P.Beauv.,0,False,erro_rede
Bernardia sidoides (Klotzsch) Müll.Arg.,20,True,5378404
"Toxomerus politus (Say, 1823)",20,True,1534097
Rourea bahiensis Forero,0,False,erro_rede
"Cylindera (Plectographa) suturalis (Fabricius, 1798)",0,False,erro_rede
Axonopus marginatus (Trin.) Chase,0,False,erro_rede
Stereoma clitellata,0,False,erro_rede
"Pikelinia pallida (Brescovit, Magalhães & Cizauskas, 2016)",20,True,12337253
Solanum insidiosum Mart.,20,True,2929131
Viviania linostigma R.Knuth,0,False,erro_rede
Piptadenia santosii Barneby ex G.P.Lewis,5,True,2951788
"Geoplana boraceia Almeida & Carbayo, 2019",2,True,10280138
"Paroaria coronata (Miller, 1776)",0,False,erro_rede
Fridericia platyphylla (Cham.) L.G.Lohmann,0,False,erro_rede
Vriesea parviflora L.B.Sm.,0,False,erro_rede
"Cotinga cayana (Linnaeus, 1766)",0,False,erro_rede
Anathallis petropolitana (Hoehne) F.Barros & Barberena,4,True,7759419
"Enyalius bibronii Boulenger, 1885",20,True,5226352
Piper anisum (Spreng.) Angely,0,False,erro_rede
Acisanthera uniflora (Vahl) Gleason,0,False,erro_rede
"Iphiclus (Habrodactylus) sulphurifer (Lacordaire, 1842)",20,True,4571823
Pouteria guianensis Aubl.,0,False,erro_rede
Petrea volubilis L.,20,True,2925536
Jupunba laeta (Benth.) M.V.B.Soares et al.,20,True,11798059
"Mesosemia rhodia (Godart, 1824)",0,False,erro_rede
Tabernaemontana undulata Vahl,20,True,3621389
Zanthoxylum kleinii (R.S.Cowan) P.G.Waterman,20,True,3837392
"Lathrotriccus euleri (Cabanis, 1868)",0,False,erro_rede
"Saguinus (Tamarinus) labiatus (Geoffroy, 1812)",0,False,erro_rede
"Polioptila plumbea Gmelin, 1788",0,False,erro_rede
"Alpaida trispinosa (Keyserling, 1892)",20,True,2159252
Frangula polymorpha Reissek,20,True,7274018
Byrsonima ligustrifolia A.Juss.,0,False,erro_rede
"Glossophaga soricina (Pallas, 1766)",0,False,erro_rede
"Attila spadiceus (Gmelin, 1789)",0,False,erro_rede
"Callithrix flaviceps (Thomas, 1903)",20,True,5219543
Dracaena reflexa Lam.,20,True,5304436
"Parafurius discifer (Stål, 1860)",0,False,erro_rede
Byrsonima triopterifolia A.Juss.,0,False,erro_rede
"Cteisella guttigera (Boheman, 1855)",0,False,erro_rede
Auricularia fuscosuccinea (Mont.) Henn.,20,True,5249290
Aparisthmium cordatum (A.Juss.) Baill.,20,True,3072468
Boletinellus exiguus (Singer & Digilio) Watling,0,False,erro_rede
"Dynamine athemon (Linnaeus, 1758)",0,False,erro_rede
"Pontoporia blainvillei (Gervais & d'Orbigny, 1844)",20,True,5220001
"Eudocima serpentifera (Walker, 1858)",20,True,7924383
Myrcia albotomentosa DC.,0,False,erro_rede
Anthurium coriaceum (Graham) G.Don,0,False,erro_rede
"Theope terambus (Godart, 1824)",0,False,erro_rede
Ossaea coarctiflora Wurdack,0,False,erro_rede
Gouania ulmifolia Hook. & Arn.,20,True,5602873
"Ctenoplusia oxygramma (Geyer, 1832)",20,True,11949924
Eugenia chrysophyllum Poir.,0,False,erro_rede
"Megalopyge nuda (Stoll, 1780)",20,True,1751556
Lupinus subsessilis Benth.,20,True,2964055
"Anotosaura vanzolinia Dixon, 1974",0,False,erro_rede
Vellozia resinosa Mart. ex Schult. & Schult.f.,0,False,erro_rede
"Paracles bilinea (Schaus, 1901)",0,False,erro_rede
Coleocephalocereus buxbaumianus Buining,20,True,7284518
Adenocalymma macrophyllum (Cham.) DC.,20,True,4091862
"Elasmothemis cannacrioides (Calvert, 1906)",0,False,erro_rede
Peperomia glabella (Sw.) A.Dietr.,0,False,erro_rede
"Dendropsophus sarayacuensis (Shreve, 1935)",0,False,erro_rede
Physostegia virginiana (L.) Benth.,20,True,2926572
Vochysia pumila Pohl,20,True,4030774
"Eugenia martinelli (G.M.Barroso & M.Peron) Stadnik, D.K.D.Caldas & M.C.Souza",0,False,erro_rede
Emmotum fagifolium Desv. ex Ham.,0,False,erro_rede
"Nosferattus palmatus Ruiz & Brescovit, 2005",13,True,2176043
Amaranthus viridis L.,20,True,5384334
Lessingianthus semirii Antar & Loeuille,0,False,erro_rede
Cereus sericifer (F.Ritter) P.J.Braun,0,False,erro_rede
"Periplaneta americana (Linnaeus, 1758)",0,False,erro_rede
Strophopappus glomeratus (Gardner) R.Esteves,20,True,3123755
Lantana pohliana Schauer,20,True,4085127
Antigonon leptopus Hook. & Arn.,0,False,erro_rede
Cyclopogon variegatus Barb.Rodr.,0,False,erro_rede
Sphagnum subsecundum Nees,0,False,erro_rede
"Pygidicrana bivittata Erichson, 1848",20,True,4394527
Gurania subumbellata (Miq.) Cogn.,20,True,3622677
Cecropia hololeuca Miq.,0,False,erro_rede
Sinningia gigantifolia Chautems,0,False,erro_rede
"Ischnocnema abdita Canedo & Pimenta, 2010",0,False,erro_rede
Goeppertia mediopicta (É.Morren) Borchs. & S.Suárez,20,True,7980514
Sinningia leucotricha (Hoehne) H.E.Moore,20,True,3817779
"Micrepeira hoeferi Levi, 1995",0,False,erro_rede
Caladium bicolor (Aiton) Vent.,0,False,erro_rede
"Sphaerotus curvipes Kirby, 1819",20,True,4722662
Byrsonima laxiflora Griseb.,20,True,7285610
Chiococca alba (L.) Hitchc.,0,False,erro_rede
Gouania velutina Reissek,0,False,erro_rede
Serjania velutina Cambess.,0,False,erro_rede
"Trogon collaris Vieillot, 1817",0,False,erro_rede
Senecio westermanii Dusén,20,True,3108093
"Dendropsophus minusculus (Rivero, 1971)",20,True,2428412
Lantana undulata Schrank,0,False,erro_rede
Attalea compta Mart.,20,True,2732743
Mimosa hatschbachii Barneby,20,True,3795291
Trimezia spathata (Klatt) Baker,0,False,erro_rede
Myrcia cacuminis L.Kollmann & Sobral,0,False,erro_rede
Euphorbia leucocephala Lotsy,0,False,erro_rede
"Bokermannohyla luctuosa (Pombal & Haddad, 1993)",0,False,erro_rede
"Cercomacroides serva (Sclater, 1858)",20,True,8402378
Mikania lundiana DC.,20,True,5398538
Peltogyne confertiflora (Mart. ex Hayne) Benth.,0,False,erro_rede
Solanum medusae Gouvêa,0,False,erro_rede
Lantana tiliaefolia Cham.,20,True,8133171
Quillaja lancifolia D.Don,20,True,3029380
Cleistes ramboi Pabst,0,False,erro_rede
Trichomanes diversifrons (Bory) Mett. ex Sadeb.,0,False,erro_rede
Adenocalymma cymbalum (Cham.) Bureau & K.Schum.,0,False,erro_rede
"Autarcontes mucoreus (Klug, 1825)",0,False,erro_rede
Protium trifoliolatum Engl.,20,True,3992925
Senegalia riparia (Kunth) Britton & Rose ex Britton & Killip,20,True,2978843
Serjania salzmanniana Schltdl.,0,False,erro_rede
Solanum chenopodioides Lam.,0,False,erro_rede
"Blepharomastix lacertalis (Guenée, 1854)",0,False,erro_rede
Dyckia josinoinarcisae (P.J.Braun & Esteves) Forzza,12,True,12252056
Combretum indicum (L.) Jongkind,20,True,3699632
Curatella americana L.,0,False,erro_rede
"Cathartes melambrotus Wetmore, 1964",0,False,erro_rede
"Chiasmocleis leucosticta (Boulenger, 1888)",20,True,2421918
Doliocarpus dentatus (Aubl.) Standl.,20,True,7303933
"Cybdelis phaesyla (Hübner, 1831)",0,False,erro_rede
"Centor balteatus (Boheman, 1843)",0,False,erro_rede
Phyllanthus subemarginatus Müll.Arg.,0,False,erro_rede
Urochloa decumbens (Stapf) R.D.Webster,20,True,4150847
"Pheraeus fastus (Hayward, 1939)",6,True,1946434
Pleroma boraceiense (Brade) P.J.F.Guim. & Justino,0,False,erro_rede
"Panthiades hebraeus (Hewitson, 1867)",0,False,erro_rede
Scleria uleana Boeckeler,0,False,erro_rede
"Poecilopsocus leucotelas (Walker, 1853)",0,False,erro_rede
"Poospiza nigrorufa (d'Orbigny & Lafresnaye, 1837)",20,True,2491143
"Poecilesthus geometricus (Perty, 1830)",20,True,8907768
Campylocentrum densiflorum Cogn.,0,False,erro_rede
"Aracynthus sanguineus (Olivier, 1791)",0,False,erro_rede
"Pharoscymnus flexibilis (Mulsant, 1853)",20,True,1043110
Pecluma dispersa (A.M.Evans) M.G.Price,0,False,erro_rede
"Gynandrobrotica caviceps (Baly, 1889)",20,True,4740915
Senecio selloi (Spreng.) DC.,0,False,erro_rede
Leandra tetraquetra (Cham.) Cogn.,0,False,erro_rede
Pecluma macedoi (Brade) M.Kessler & A.R.Sm.,20,True,4028174
Coussarea congestiflora Müll.Arg.,0,False,erro_rede
"Eunica eurota (Cramer, 1775)",20,True,5128501
Microchilus hylibates (Rchb.f.) E.C.Smidt & M.W.Chase,0,False,sem_match_taxonomico
"Naupactus mimicus Hustache, 1938",0,False,erro_rede
Lantana radula Sw.,0,False,erro_rede
"Enantia clarissa (Weymer, 1895)",20,True,5137557
"Dolichoderus attelaboides (Fabricius, 1775)",20,True,5034868
Prosthechea crassilabia (Poepp. & Endl.) Carnevali & I.Ramírez,0,False,erro_rede
Vellozia variabilis Mart. ex Schult. & Schult.f.,0,False,erro_rede
Eugenia bimarginata DC.,0,False,erro_rede
Elaphoglossum liaisianum (Glaz. ex Fée) Brade,20,True,4011666
"Coccyzus euleri Cabanis, 1873",20,True,2496293
Bixa atlantica Antar & Sano,0,False,erro_rede
Bignonia callistegioides Cham.,0,False,erro_rede
"Lycalopex gymnocercus (Fischer, 1814)",20,True,2434333
Eryngium paniculatum Cav. & Dombey ex F.Delaroche,20,True,6026297
Pourouma velutina Mart. ex Miq.,0,False,erro_rede
"Mycotretus minutus (Duponchel, 1825)",0,False,erro_rede
"Adelowalkeria tristygma (Boisduval, 1872)",0,False,erro_rede
Habenaria melanopoda Hoehne & Schltr.,20,True,2828781
"Chelonarium signatum Dalman, 1824",0,False,erro_rede
Aechmea kertesziae Reitz,20,True,2697845
Platypodium elegans Vogel,0,False,erro_rede
"Hemeroblemma helima (Stoll, 1782)",17,True,1786244
"Cerodirphia parvagans Brechlin & Meister, 2011",20,True,10316844
Hyptis imbricatiformis Harley,0,False,erro_rede
"Marma sinuosa Salgado & Ruiz, 2020",0,False,erro_rede
Tinantia erecta (Jacq.) Fenzl,0,False,erro_rede
Aciotis rubricaulis (Mart. ex DC.) Triana,0,False,erro_rede
"Pseudotinea gagarini Callaghan & Hall, 2003",16,True,4688987
Poeppigia procera (Poepp. ex Spreng.) C. Presl,20,True,5938932
"Eugenia superba T.Fern., M.C.Souza & J.M.A.Braga",0,False,erro_rede
"Gopha mixtipennis Walker, 1862",0,False,erro_rede
"Cichlocolaptes leucophrus (Jardine & Selby, 1830)",20,True,2486001
"Celeus spectabilis Sclater & Salvin, 1880",20,True,5228920
Dyssochroma longipes (Sendtn.) Miers,0,False,erro_rede
Ludwigia decurrens Walter,0,False,erro_rede
Paspalum laxum Lam.,0,False,erro_rede
"Turdus amaurochalinus Cabanis, 1850",20,True,2490752
Couma utilis (Mart.) Müll.Arg.,20,True,3614842
Erpodium glaziovii Hampe,0,False,erro_rede
Canavalia dictyota Piper,0,False,erro_rede
Calliandra elegans Renvoize,0,False,erro_rede
Pterocarpus villosus (Mart. ex Benth.) Benth.,20,True,5349267
Athenaea martiana Sendtn.,20,True,5581514
Glandularia lobata (Vell.) P.Peralta & Thode,0,False,erro_rede
Tococa liesneri Wurdack,3,True,3857910
Hyptis sinuata Pohl ex Benth.,20,True,7308893
Asplenium inaequilaterale Willd.,0,False,erro_rede
Eugenia punicifolia (Kunth) DC.,0,False,erro_rede
Solanum palinacanthum Dunal,0,False,erro_rede
"Galbula leucogastra Vieillot, 1817",20,True,5228243
Orthostichella pachygastrella (Müll.Hal.) B.H.Allen & Magill,20,True,8550795
Ocotea corymbosa (Meisn.) Mez,0,False,erro_rede
Psilotum nudum (L.) P.Beauv.,0,False,erro_rede
Microgramma thurnii (Baker) R.M.Tryon,0,False,erro_rede
"Cavia aperea Erxleben, 1777",0,False,erro_rede
Albizia lebbeck (L.) Benth.,20,True,2973215
Mikania vitifolia DC.,20,True,5398743
Unonopsis duckei R.E.Fr.,0,False,erro_rede
"Piparea spruceana (Benth. ex Eichler) T. Samar. & M. H. Alford,",0,False,erro_rede
"Lamponia elegantula (Herrich-Schäffer, 1869)",20,True,1944847
Thaumatocaryon dasyanthum (Cham.) I.M.Johnst.,0,False,erro_rede
Dictyota dichotoma (Huds.) J.V.Lamour.,20,True,5423480
Leandra gracilis Cogn.,0,False,erro_rede
"Mischocyttarus (Haplometrobius) cerberus Ducke, 1910",0,False,erro_rede
Scleria vaginata Steud.,0,False,erro_rede
Macrolobium urupaense Hoehne,7,True,2948757
"Henriettea caudata (Gleason) Penneys, Michelangeli, Judd & Almeda",20,True,5938619
Lindackeria paludosa (Benth.) Gilg,0,False,erro_rede
"Anteros bracteata Hewitson, 1867",0,False,erro_rede
Cyathea hymenophylloides (L.D. Gómez) Christenh.,0,False,erro_rede
Cleistes rosea Lindl.,20,True,2785876
Amphilophium mansoanum (DC.) L.G.Lohmann,20,True,7969952
"Geotrigona mombuca (Smith, 1863)",0,False,erro_rede
Aeschynomene evenia C.Wright & Sauvalle,0,False,erro_rede
"Centris (Trachina) fuscata Lepeletier, 1841",20,True,1342932
Mouriri elliptica Mart.,0,False,erro_rede
Erythroxylum umbu Costa-Lima,20,True,9257734
"Gorgopas petale (Mabille, 1888)",0,False,erro_rede
Platystele ovalifolia (H.Focke) Garay & Dunst.,0,False,erro_rede
Pouteria decorticans T.D.Penn.,20,True,2884298
"Scinax perereca Pombal, Haddad & Kasahara, 1995",20,True,5217875
Utricularia adpressa Salzm. ex A.St.-Hil. & Girard,0,False,erro_rede
Polybotrya goyazensis Brade,0,False,erro_rede
Melocactus salvadorensis Werderm.,0,False,erro_rede
"Strix virgata (Cassin, 1849)",0,False,erro_rede
Neomarica altivallis (Ravenna) A. Gil,2,True,6310515
Leandra nianga (DC.) Cogn.,20,True,3862957
"Beckianum beckianum (Pfeiffer, 1846)",0,False,erro_rede
Saccharum giganteum (Walter) Pers.,20,True,2703930
Palicourea triphylla DC.,20,True,2899345
"Sisyrinchium iguazuanum C.D.Inácio, L.Eggers & Chauveau",0,False,erro_rede
"Poecilotriccus capitalis (Sclater, 1857)",0,False,erro_rede
Urvillea glabra Cambess.,20,True,7418036
Miconia lugonis Wurdack,20,True,3861930
"Rhescyntis pseudomartii Lemaire, 1976",0,False,erro_rede
Fridericia cuneifolia (DC.) L.G.Lohmann,0,False,erro_rede
Rhipsalis pacheco-leonis Loefgr.,0,False,erro_rede
"Agroiconota judaica (Fabricius, 1781)",0,False,erro_rede
Erythroxylum tortuosum Mart.,20,True,3693946
Agrocybe retigera (Speg.) Singer,20,True,3344404
Mangifera indica L.,0,False,erro_rede
"Galbula dea (Linnaeus, 1758)",0,False,erro_rede
"Oligosarcus acutirostris Menezes, 1987",0,False,erro_rede
"Zelus plagiatus (Signoret, 1862)",20,True,8958298
Bertolonia mosenii Cogn.,20,True,5600653
Pavonia multiflora A.St.-Hil.,0,False,erro_rede
"Archonias brassolis (Fabricius, 1776)",0,False,erro_rede
"Helicops hagmanni Roux, 1910",15,True,2457677
"Bombus (Thoracobombus) pauloensis Friese, 1913",20,True,9984381
Chamaecrista adiantifolia (Spruce ex Benth.) H.S.Irwin & Barneby,0,False,erro_rede
Galeandra blanchetii E.S.Rand,0,False,erro_rede
Spathodea campanulata P. Beauv.,0,False,erro_rede
Handroanthus coronatus (Proença & Farias) Farias,20,True,7884958
Gaylussacia rhododendron Cham. & Schltdl.,20,True,4167189
Pombalia velutina (Schulze-Menz) Paula-Souza,0,False,erro_rede
"Adelpha calliphane Fruhstorfer, 1915",0,False,erro_rede
"Phaethornis malaris (Nordmann, 1835)",20,True,2476612
Miconia valentinensis Bacci & R.Goldenb.,0,False,erro_rede
Ctenodon viscidulus (Michx.) D.B.O.S.Cardoso & A.Delgado,20,True,10903918
"Ananteris franckei Lourenço, 1982",0,False,erro_rede
"Herpetogramma phaeopteralis (Guenée, 1854)",0,False,erro_rede
Vicia angustifolia L.,0,False,erro_rede
Campylocentrum spannagelii Hoehne,20,True,2820797
Goniopteris juruensis (C.Chr.) Brade,20,True,4083363
Ficus cestrifolia Schott ex Spreng.,0,False,erro_rede
"Melanerpes cruentatus (Boddaert, 1783)",0,False,erro_rede
Maxillaria notylioglossa Rchb.f.,20,True,5318310
Aspilia attenuata (Gardner) Baker,20,True,5396252
"Anthus correndera Vieillot, 1818",0,False,erro_rede
"Stolas conspersa (Germar, 1824)",0,False,erro_rede
Buchnera carajasensis Scatigna & N.Mota,11,True,9861453
Cuphea antisyphilitica Kunth,0,False,erro_rede
Perama galioides (Kunth) Poir.,20,True,2907334
Hypnea musciformis (Wulfen) J.V.Lamour.,0,False,erro_rede
Ananas ananassoides (Baker) L.B.Sm.,0,False,erro_rede
Hydrocotyle bowlesioides Mathias & Constance,0,False,erro_rede
Eurystyles actinosophila (Barb.Rodr.) Schltr.,20,True,2837065
Aptychopsis pyrrophylla (Müll.Hal.) Wijk & Margad.,20,True,5283538
Saranthe klotzschiana (Körn.) Eichler,0,False,erro_rede
"Xylocopa (Neoxylocopa) augusti Lepeletier, 1841",0,False,erro_rede
Macropsychanthus marginatus (Benth.) L.P.Queiroz & Snak,0,False,erro_rede
"Metallactus madefactus Sassi, 2019",6,True,10127791
Thyrsacanthus ramosissimus Moric.,0,False,erro_rede
"Lasiodora parahybana (Mello-Leitão, 1917)",20,True,2153949
"Condica sutor (Guenée, 1852)",0,False,erro_rede
Paepalanthus alpinus Körn.,20,True,5287136
Eriotheca globosa (Aubl.) A.Robyns,20,True,4073732
"Primolius couloni (Sclater, 1876)",0,False,erro_rede
"Creugas gulosus Thorell, 1878",0,False,erro_rede
"Tachyphonus phoenicius Swainson, 1838",0,False,erro_rede
Serpocaulon caceresii (Sodiro) A.R.Sm.,0,False,erro_rede
Mimosa dolens Vell.,20,True,2969929
Clidemia dimorphica J.F.Macbr.,20,True,3865620
"Stereocyclops incrassatus Cope, 1870",0,False,erro_rede
Erythrodontium longisetum (Hook.) Paris,0,False,erro_rede
Celtis iguanaea (Jacq.) Sarg.,0,False,erro_rede
Eragrostis guianensis Hitchc.,20,True,4146558
"Peucetia rubrolineata (Keyserling, 1877)",20,True,2178571
Pabstiella calimanii Toscano & Luer,0,False,erro_rede
"Stolas redtenbacheri (Boheman, 1850)",0,False,erro_rede
"Harjesia blanda (Möschler, 1877)",20,True,1914693
Isochilus linearis (Jacq.) R.Br.,20,True,2797700
Coussarea graciliflora (Mart.) Müll.Arg.,0,False,erro_rede
