ID taxonômico,Classificação taxonômica,nome científico,scientificNameAuthorship,taxonomicStatus,estabelecer meios,Gênero,família,ordem,classe,filo,reino,nome do conjunto de dados,parentGuid,acceptedConceptName,acceptedConceptID,tipo,título
9C5M,species,Ipomoea setifera Poir.,Poir.,accepted,,Ipomoea L.,Convolvulaceae Juss.,Solanales,Magnoliopsida,Tracheophyta,Plantae,"Banco Taxonômico Integrado da Biodiversidade Brasileira - Flora, Funga e Fauna",GKVK,,,TAXON,
4RST,species,Byrsonima correifolia A.Juss.,A.Juss.,accepted,,Byrsonima Rich. ex Kunth,Malpighiaceae Juss.,Malpighiales,Magnoliopsida,Tracheophyta,Plantae,"Banco Taxonômico Integrado da Biodiversidade Brasileira - Flora, Funga e Fauna",5K5C,,,TAXON,
65SP,species,Coleus scutellarioides (L.) Benth.,(L.) Benth.,accepted,,Coleus Lour.,Lamiaceae Martinov,Lamiales,Magnoliopsida,Tracheophyta,Plantae,"Banco Taxonômico Integrado da Biodiversidade Brasileira - Flora, Funga e Fauna",C52S,,,TAXON,
D2W5,species,"Rhinoclemmys punctularia (Daudin, 1801)","(Daudin, 1801)",accepted,,"Rhinoclemmys Fitzinger, 1835","Geoemydidae Theobald, 1868","Testudines Batsch, 1788","Reptilia Laurenti, 1768","Chordata Haeckel, 1874",Animalia,"Banco Taxonômico Integrado da Biodiversidade Brasileira - Flora, Funga e Fauna",F7MP,,,TAXON,
GKRQ,species,"Perrhybris pamela (Stoll, 1780)","(Stoll, 1780)",accepted,,"Perrhybris Hübner, [1819]","Pieridae Swainson, 1820","Lepidoptera Linnaeus, 1758","Insecta Linnaeus, 1758","Arthropoda Gravenhorst, 1843",Animalia,"Banco Taxonômico Integrado da Biodiversidade Brasileira - Flora, Funga e Fauna",B9J4,,,TAXON,
5G9T,species,"Oxysternon (Oxysternon) festivum (Linnaeus, 1758)","(Linnaeus, 1758)",accepted,,"Oxysternon Castelnau, 1840","Scarabaeidae Latreille, 1802","Coleoptera Linnaeus, 1758","Insecta Linnaeus, 1758","Arthropoda Gravenhorst, 1843",Animalia,"Banco Taxonômico Integrado da Biodiversidade Brasileira - Flora, Funga e Fauna",CGHP,,,TAXON,
H8NC,species,Leandra magdalenensis Brade,Brade,accepted,,Leandra Raddi,Melastomataceae A.Juss.,Myrtales,Magnoliopsida,Tracheophyta,Plantae,"Banco Taxonômico Integrado da Biodiversidade Brasileira - Flora, Funga e Fauna",BXRL,,,TAXON,
446S,species,Aegiphila obducta Vell.,Vell.,accepted,,Aegiphila Jacq.,Lamiaceae Martinov,Lamiales,Magnoliopsida,Tracheophyta,Plantae,"Banco Taxonômico Integrado da Biodiversidade Brasileira - Flora, Funga e Fauna",7SS3,,,TAXON,
DN72,species,"Doryteuthis pleii (Blainville, 1823)","(Blainville, 1823)",accepted,,Doryteuthis,"Loliginidae Lesueur, 1821","Myopsida Naef, 1916","Cephalopoda Cuvier, 1795","Mollusca Linnaeus, 1758",Animalia,"Banco Taxonômico Integrado da Biodiversidade Brasileira - Flora, Funga e Fauna",CK94,,,TAXON,
3CM,species,"Omicron tegulare (Fox, 1899)","(Fox, 1899)",accepted,,"Omicron Saussure, 1855","Vespidae Laicharting, 1781","Hymenoptera Linnaeus, 1758","Insecta Linnaeus, 1758","Arthropoda Gravenhorst, 1843",Animalia,"Banco Taxonômico Integrado da Biodiversidade Brasileira - Flora, Funga e Fauna",FCPS,,,TAXON,
5YLF,species,"Elytrosphaera lahtivirtai Bechyně, 1951","Bechyně, 1951",accepted,,"Elytrosphaera Stål, 1858","Chrysomelidae Latreille, 1802","Coleoptera Linnaeus, 1758","Insecta Linnaeus, 1758","Arthropoda Gravenhorst, 1843",Animalia,"Banco Taxonômico Integrado da Biodiversidade Brasileira - Flora, Funga e Fauna",GVX6,,,TAXON,
5PNP,species,Paepalanthus albovaginatus,,accepted,,Paepalanthus Mart.,Eriocaulaceae Martinov,Poales,Liliopsida,Tracheophyta,Plantae,"Banco Taxonômico Integrado da Biodiversidade Brasileira - Flora, Funga e Fauna",9N6W,,,TAXON,
CTPM,species,Jacaranda micrantha Cham.,Cham.,accepted,,Jacaranda Juss.,Bignoniaceae Juss.,Lamiales,Magnoliopsida,Tracheophyta,Plantae,"Banco Taxonômico Integrado da Biodiversidade Brasileira - Flora, Funga e Fauna",DRBC,,,TAXON,
87WC,species,Campomanesia dichotoma (O.Berg) Mattos,(O.Berg) Mattos,accepted,,Campomanesia Ruiz & Pav.,Myrtaceae Juss.,Myrtales,Magnoliopsida,Tracheophyta,Plantae,"Banco Taxonômico Integrado da Biodiversidade Brasileira - Flora, Funga e Fauna",3R8Z,,,TAXON,
4J52,species,Perama harleyi J.H.Kirkbr. & Steyerm.,J.H.Kirkbr. & Steyerm.,accepted,,Perama Aubl.,Rubiaceae Juss.,Gentianales,Magnoliopsida,Tracheophyta,Plantae,"Banco Taxonômico Integrado da Biodiversidade Brasileira - Flora, Funga e Fauna",565Z,,,TAXON,
9NW7,species,Earliella scabrosa (Pers.) Gilb. & Ryvarden,(Pers.) Gilb. & Ryvarden,accepted,,Earliella Murrill,,Polyporales Gäum.,,Basidiomycota Whittaker ex R.T. Moore,Fungi,"Banco Taxonômico Integrado da Biodiversidade Brasileira - Flora, Funga e Fauna",6FLH,,,TAXON,
6VB7,species,"Tunaima pellucens (Stål, 1862)","(Stål, 1862)",accepted,,"Tunaima Fennah, 1968","Cercopidae Leach, 1815","Hemiptera Linnaeus, 1758","Insecta Linnaeus, 1758","Arthropoda Gravenhorst, 1843",Animalia,"Banco Taxonômico Integrado da Biodiversidade Brasileira - Flora, Funga e Fauna",5GQ5,,,TAXON,
5KPN,species,"Dysschema subapicalis (Walker, 1854)","(Walker, 1854)",accepted,,"Dysschema Hübner, 1818","Erebidae Leach, [1815]","Lepidoptera Linnaeus, 1758","Insecta Linnaeus, 1758","Arthropoda Gravenhorst, 1843",Animalia,"Banco Taxonômico Integrado da Biodiversidade Brasileira - Flora, Funga e Fauna",63,,,TAXON,
HMJ2,species,"Physeter macrocephalus Linnaeus, 1758","Linnaeus, 1758",accepted,,"Physeter Linnaeus, 1758","Physeteridae Gray, 1821","Artiodactyla Owen, 1848","Mammalia Linnaeus, 1758","Chordata Haeckel, 1874",Animalia,"Banco Taxonômico Integrado da Biodiversidade Brasileira - Flora, Funga e Fauna",945Z,,,TAXON,
BJR4,species,Myrceugenia scutellata D.Legrand,D.Legrand,accepted,,Myrceugenia O.Berg,Myrtaceae Juss.,Myrtales,Magnoliopsida,Tracheophyta,Plantae,"Banco Taxonômico Integrado da Biodiversidade Brasileira - Flora, Funga e Fauna",FQBM,,,TAXON,
3ZVX,species,Leandra clidemioides (Naudin) Wurdack,(Naudin) Wurdack,accepted,,Leandra Raddi,Melastomataceae A.Juss.,Myrtales,Magnoliopsida,Tracheophyta,Plantae,"Banco Taxonômico Integrado da Biodiversidade Brasileira - Flora, Funga e Fauna",BXRL,,,TAXON,
H5TH,species,Myrcia venulosa DC.,DC.,accepted,,Myrcia DC.,Myrtaceae Juss.,Myrtales,Magnoliopsida,Tracheophyta,Plantae,"Banco Taxonômico Integrado da Biodiversidade Brasileira - Flora, Funga e Fauna",8V6D,,,TAXON,
5JJ8,species,Hippeastrum roseoalbum R.S.Oliveira & Dutilh,R.S.Oliveira & Dutilh,accepted,,Hippeastrum Herb.,Amaryllidaceae J. St.-Hil.,Asparagales,Liliopsida,Tracheophyta,Plantae,"Banco Taxonômico Integrado da Biodiversidade Brasileira - Flora, Funga e Fauna",GKYT,,,TAXON,
9PWX,species,"Symbiopsis aprica (Möschler, 1883)","(Möschler, 1883)",accepted,,"Symbiopsis Nicolay, 1971","Lycaenidae Leach, 1815","Lepidoptera Linnaeus, 1758","Insecta Linnaeus, 1758","Arthropoda Gravenhorst, 1843",Animalia,"Banco Taxonômico Integrado da Biodiversidade Brasileira - Flora, Funga e Fauna",4KNH,,,TAXON,
F6C6,species,"Diceraeus furcatus (Fabricius, 1775)","(Fabricius, 1775)",accepted,,"Diceraeus Dallas, 1851","Pentatomidae Leach, 1815","Hemiptera Linnaeus, 1758","Insecta Linnaeus, 1758","Arthropoda Gravenhorst, 1843",Animalia,"Banco Taxonômico Integrado da Biodiversidade Brasileira - Flora, Funga e Fauna",37TC,,,TAXON,
9V63,species,Erythroxylum ectinocalyx Mart.,Mart.,accepted,,Erythroxylum P.Browne,Erythroxylaceae Kunth,Malpighiales,Magnoliopsida,Tracheophyta,Plantae,"Banco Taxonômico Integrado da Biodiversidade Brasileira - Flora, Funga e Fauna",546D,,,TAXON,
6DZF,species,Stachytarpheta sprucei Moldenke,Moldenke,accepted,,Stachytarpheta Vahl,Verbenaceae J.St.-Hil.,Lamiales,Magnoliopsida,Tracheophyta,Plantae,"Banco Taxonômico Integrado da Biodiversidade Brasileira - Flora, Funga e Fauna",82LQ,,,TAXON,
8P6B,species,"Watersipora subtorquata (d'Orbigny, 1852)","(d'Orbigny, 1852)",accepted,,"Watersipora Neviani, 1896","Watersiporidae Vigneaux, 1949","Cheilostomatida Busk, 1852","Gymnolaemata Allman, 1856","Bryozoa Ehrenberg, 1831",Animalia,"Banco Taxonômico Integrado da Biodiversidade Brasileira - Flora, Funga e Fauna",CQM4,,,TAXON,
5L6J,species,Aldina heterophylla Spruce ex Benth.,Spruce ex Benth.,accepted,,Aldina Endl.,Fabaceae Lindl.,Fabales,Magnoliopsida,Tracheophyta,Plantae,"Banco Taxonômico Integrado da Biodiversidade Brasileira - Flora, Funga e Fauna",6JSQ,,,TAXON,
H9J7,species,Pleroma gaudichaudianum (DC.) A. Gray,(DC.) A. Gray,accepted,,Pleroma D.Don,Melastomataceae A.Juss.,Myrtales,Magnoliopsida,Tracheophyta,Plantae,"Banco Taxonômico Integrado da Biodiversidade Brasileira - Flora, Funga e Fauna",J5QD,,,TAXON,
4M7X,species,"Luetzelburgia harleyi D.B.O.S.Cardoso, L.P.Queiroz & H.C.Lima","D.B.O.S.Cardoso, L.P.Queiroz & H.C.Lima",accepted,,Luetzelburgia Harms,Fabaceae Lindl.,Fabales,Magnoliopsida,Tracheophyta,Plantae,"Banco Taxonômico Integrado da Biodiversidade Brasileira - Flora, Funga e Fauna",J2QH,,,TAXON,
3HDH,species,Peltaea obsita (Mart. ex Colla) Krapov. & Cristóbal,(Mart. ex Colla) Krapov. & Cristóbal,accepted,,Peltaea (C.Presl) Standl.,Malvaceae Juss.,Malvales,Magnoliopsida,Tracheophyta,Plantae,"Banco Taxonômico Integrado da Biodiversidade Brasileira - Flora, Funga e Fauna",9L54,,,TAXON,
HQCV,species,"Synallaxis hellmayri Reiser, 1905","Reiser, 1905",accepted,,"Synallaxis Vieillot, 1818","Furnariidae Gray, 1840","Passeriformes Linnaeus, 1758","Aves Linnaeus, 1758","Chordata Haeckel, 1874",Animalia,"Banco Taxonômico Integrado da Biodiversidade Brasileira - Flora, Funga e Fauna",CRLT,,,TAXON,
52LZ,species,Virola peruviana (A.DC.) Warb.,(A.DC.) Warb.,accepted,,Virola Aubl.,Myristicaceae R.Br.,Magnoliales,Magnoliopsida,Tracheophyta,Plantae,"Banco Taxonômico Integrado da Biodiversidade Brasileira - Flora, Funga e Fauna",7ZL2,,,TAXON,
CWTN,species,Schizaea elegans (Vahl) Sw.,(Vahl) Sw.,accepted,,Schizaea Sm.,Schizaeaceae Kaulf.,Schizaeales,Polypodiopsida,Tracheophyta,Plantae,"Banco Taxonômico Integrado da Biodiversidade Brasileira - Flora, Funga e Fauna",9Z9M,,,TAXON,
6YN3,species,"Clathrus cristatus Fazolino, Calonge & Baseia","Fazolino, Calonge & Baseia",accepted,,Clathrus P. Micheli,,Phallales E. Fisch. emend. Trierv.-Per. & Hosaka,,Basidiomycota Whittaker ex R.T. Moore,Fungi,"Banco Taxonômico Integrado da Biodiversidade Brasileira - Flora, Funga e Fauna",9Z79,,,TAXON,
7TDV,species,"Cupiennius bimaculatus (Taczanowski, 1874)","(Taczanowski, 1874)",accepted,,"Cupiennius Simon, 1891","Ctenidae Keyserling, 1877","Araneae Clerck, 1757","Arachnida Lamarck, 1801","Arthropoda Gravenhorst, 1843",Animalia,"Banco Taxonômico Integrado da Biodiversidade Brasileira - Flora, Funga e Fauna",694P,,,TAXON,
8K7N,species,"Eciton rapax Smith, 1855","Smith, 1855",accepted,,"Eciton Latreille, 1804","Formicidae Latreille, 1802","Hymenoptera Linnaeus, 1758","Insecta Linnaeus, 1758","Arthropoda Gravenhorst, 1843",Animalia,"Banco Taxonômico Integrado da Biodiversidade Brasileira - Flora, Funga e Fauna",WKK,,,TAXON,
9Q63,species,"Enyo ocypete (Linnaeus, 1758)","(Linnaeus, 1758)",accepted,,"Enyo Hübner, 1819","Sphingidae Latreille, 1802","Lepidoptera Linnaeus, 1758","Insecta Linnaeus, 1758","Arthropoda Gravenhorst, 1843",Animalia,"Banco Taxonômico Integrado da Biodiversidade Brasileira - Flora, Funga e Fauna",PCZ,,,TAXON,
4Q92,species,Solanum pseudocapsicum L.,L.,accepted,,Solanum L.,Solanaceae A.Juss.,Solanales,Magnoliopsida,Tracheophyta,Plantae,"Banco Taxonômico Integrado da Biodiversidade Brasileira - Flora, Funga e Fauna",9GNF,,,TAXON,
4J24,species,"Molchina granulata Stål, 1870","Stål, 1870",accepted,,"Molchina Amyot & Serville, 1843","Coreidae Leach, 1815","Hemiptera Linnaeus, 1758","Insecta Linnaeus, 1758","Arthropoda Gravenhorst, 1843",Animalia,"Banco Taxonômico Integrado da Biodiversidade Brasileira - Flora, Funga e Fauna",5ZXY,,,TAXON,
WJF,species,Dichorisandra tejucensis Mart. ex Schult. f.,Mart. ex Schult. f.,accepted,,Dichorisandra J.C.Mikan,Commelinaceae Mirb.,Commelinales,Liliopsida,Tracheophyta,Plantae,"Banco Taxonômico Integrado da Biodiversidade Brasileira - Flora, Funga e Fauna",BCTB,,,TAXON,
6898,species,"Dolichoderus decollatus Smith, 1858","Smith, 1858",accepted,,"Dolichoderus Lund, 1831","Formicidae Latreille, 1802","Hymenoptera Linnaeus, 1758","Insecta Linnaeus, 1758","Arthropoda Gravenhorst, 1843",Animalia,"Banco Taxonômico Integrado da Biodiversidade Brasileira - Flora, Funga e Fauna",DN2L,,,TAXON,
63W5,species,"Toxomerus floralis (Fabricius, 1798)","(Fabricius, 1798)",accepted,,"Toxomerus Macquart, 1855","Syrphidae Latreille, 1802","Diptera Linnaeus, 1758","Insecta Linnaeus, 1758","Arthropoda Gravenhorst, 1843",Animalia,"Banco Taxonômico Integrado da Biodiversidade Brasileira - Flora, Funga e Fauna",3SLX,,,TAXON,
GPYY,species,Smallanthus siegesbeckia (DC.) H.Rob.,(DC.) H.Rob.,accepted,,Smallanthus Mack.,Asteraceae Bercht. & J.Presl,Asterales,Magnoliopsida,Tracheophyta,Plantae,"Banco Taxonômico Integrado da Biodiversidade Brasileira - Flora, Funga e Fauna",BZZZ,,,TAXON,
FCM8,species,"Pachycondyla crassinoda (Latreille, 1802)","(Latreille, 1802)",accepted,,"Pachycondyla Smith, 1858","Formicidae Latreille, 1802","Hymenoptera Linnaeus, 1758","Insecta Linnaeus, 1758","Arthropoda Gravenhorst, 1843",Animalia,"Banco Taxonômico Integrado da Biodiversidade Brasileira - Flora, Funga e Fauna",HJPJ,,,TAXON,
9CGQ,species,Siphoneugena guilfoyleiana Proença,Proença,accepted,,Siphoneugena O.Berg,Myrtaceae Juss.,Myrtales,Magnoliopsida,Tracheophyta,Plantae,"Banco Taxonômico Integrado da Biodiversidade Brasileira - Flora, Funga e Fauna",CR43,,,TAXON,
7THM,species,"Lessonia rufa (Gmelin, 1789)","(Gmelin, 1789)",accepted,,"Lessonia Swainson, 1832","Tyrannidae Vigors, 1825","Passeriformes Linnaeus, 1758","Aves Linnaeus, 1758","Chordata Haeckel, 1874",Animalia,"Banco Taxonômico Integrado da Biodiversidade Brasileira - Flora, Funga e Fauna",FXFT,,,TAXON,
67TW,species,"Passer domesticus (Linnaeus, 1758)","(Linnaeus, 1758)",accepted,,"Passer Brisson, 1760","Passeridae Rafinesque, 1815","Passeriformes Linnaeus, 1758","Aves Linnaeus, 1758","Chordata Haeckel, 1874",Animalia,"Banco Taxonômico Integrado da Biodiversidade Brasileira - Flora, Funga e Fauna",39WY,,,TAXON,
85VC,species,Zanthoxylum riedelianum Engl.,Engl.,accepted,,Zanthoxylum L.,Rutaceae A.Juss.,Sapindales,Magnoliopsida,Tracheophyta,Plantae,"Banco Taxonômico Integrado da Biodiversidade Brasileira - Flora, Funga e Fauna",56H2,,,TAXON,
J56V,species,Cabomba aquatica Aubl.,Aubl.,accepted,,Cabomba Aubl.,Cabombaceae Rich. ex A.Rich.,Nymphaeales,Magnoliopsida,Tracheophyta,Plantae,"Banco Taxonômico Integrado da Biodiversidade Brasileira - Flora, Funga e Fauna",GPXN,,,TAXON,
48D7,species,Barbacenia trigona Goethart & Henrard,Goethart & Henrard,accepted,,Barbacenia Vand.,Velloziaceae J.Agardh,Pandanales,Liliopsida,Tracheophyta,Plantae,"Banco Taxonômico Integrado da Biodiversidade Brasileira - Flora, Funga e Fauna",FCMB,,,TAXON,
82RD,species,Adenocalymma calcareum Udulutsch & P. Dias,Udulutsch & P. Dias,accepted,,Adenocalymma Mart. ex Meisn. emend L.G.Lohmann,Bignoniaceae Juss.,Lamiales,Magnoliopsida,Tracheophyta,Plantae,"Banco Taxonômico Integrado da Biodiversidade Brasileira - Flora, Funga e Fauna",465M,,,TAXON,
6TZG,species,Matricaria chamomilla L.,L.,accepted,,Matricaria L.,Asteraceae Bercht. & J.Presl,Asterales,Magnoliopsida,Tracheophyta,Plantae,"Banco Taxonômico Integrado da Biodiversidade Brasileira - Flora, Funga e Fauna",3K7X,,,TAXON,
DB9W,species,"Megaselia aurea (Aldrich, 1896)","(Aldrich, 1896)",accepted,,"Megaselia Rondani, 1856","Phoridae Curtis, 1833","Diptera Linnaeus, 1758","Insecta Linnaeus, 1758","Arthropoda Gravenhorst, 1843",Animalia,"Banco Taxonômico Integrado da Biodiversidade Brasileira - Flora, Funga e Fauna",6ZLK,,,TAXON,
FSN5,species,"Mugil liza Valenciennes, 1836","Valenciennes, 1836",accepted,,"Mugil Linnaeus, 1758","Mugilidae Jarocki, 1822","Mugiliformes Günther, 1880","Actinopterygii Klein, 1885","Chordata Haeckel, 1874",Animalia,"Banco Taxonômico Integrado da Biodiversidade Brasileira - Flora, Funga e Fauna",364C,,,TAXON,
4TH6,species,Parablechnum proliferum (Rosenst.) Gasper & Salino,(Rosenst.) Gasper & Salino,accepted,,Parablechnum C.Presl,Blechnaceae Newman,Polypodiales,Polypodiopsida,Tracheophyta,Plantae,"Banco Taxonômico Integrado da Biodiversidade Brasileira - Flora, Funga e Fauna",8SVL,,,TAXON,
B8QG,species,"Micrastur mirandollei (Schlegel, 1862)","(Schlegel, 1862)",accepted,,"Micrastur Gray, 1841","Falconidae Leach, 1820","Falconiformes Bonaparte, 1831","Aves Linnaeus, 1758","Chordata Haeckel, 1874",Animalia,"Banco Taxonômico Integrado da Biodiversidade Brasileira - Flora, Funga e Fauna",G96Q,,,TAXON,
CRQ5,species,"Oncopeltus (Erythrischius) unifasciatellus Slater, 1964","Slater, 1964",accepted,,"Oncopeltus Stål, 1868","Lygaeidae Schilling, 1829","Hemiptera Linnaeus, 1758","Insecta Linnaeus, 1758","Arthropoda Gravenhorst, 1843",Animalia,"Banco Taxonômico Integrado da Biodiversidade Brasileira - Flora, Funga e Fauna",BXR7,,,TAXON,
GPQ4,species,"Clogmia albipunctata (Williston, 1893)","(Williston, 1893)",accepted,,"Clogmia Enderlein, 1937","Psychodidae Newman, 1834","Diptera Linnaeus, 1758","Insecta Linnaeus, 1758","Arthropoda Gravenhorst, 1843",Animalia,"Banco Taxonômico Integrado da Biodiversidade Brasileira - Flora, Funga e Fauna",5DXC,,,TAXON,
CKMY,species,Agalinis bandeirensis Barringer,Barringer,accepted,,Agalinis Raf.,Orobanchaceae Vent.,Lamiales,Magnoliopsida,Tracheophyta,Plantae,"Banco Taxonômico Integrado da Biodiversidade Brasileira - Flora, Funga e Fauna",FDFD,,,TAXON,
HKJQ,species,"Mazama americana Erxleben, 1777","Erxleben, 1777",accepted,,"Mazama Rafinesque, 1817","Cervidae Goldfuss, 1820","Artiodactyla Owen, 1848","Mammalia Linnaeus, 1758","Chordata Haeckel, 1874",Animalia,"Banco Taxonômico Integrado da Biodiversidade Brasileira - Flora, Funga e Fauna",FYQ5,,,TAXON,
52R9,species,"Chrysochlorina castanea (Macquart, 1838)","(Macquart, 1838)",accepted,,"Chrysochlorina James, 1939","Stratiomyidae Latreille, 1802","Diptera Linnaeus, 1758","Insecta Linnaeus, 1758","Arthropoda Gravenhorst, 1843",Animalia,"Banco Taxonômico Integrado da Biodiversidade Brasileira - Flora, Funga e Fauna",GJT8,,,TAXON,
C5RH,species,Cyathea leucolepismata Alston,Alston,accepted,,Cyathea J.Sm.,Cyatheaceae Kaulf.,Cyatheales,Polypodiopsida,Tracheophyta,Plantae,"Banco Taxonômico Integrado da Biodiversidade Brasileira - Flora, Funga e Fauna",FVVM,,,TAXON,
7QPN,species,"Astraea macroura (Colla) P.L.R. Moraes, De Smedt & Guglielmone","(Colla) P.L.R. Moraes, De Smedt & Guglielmone",accepted,,Astraea Klotzsch,Euphorbiaceae Juss.,Malpighiales,Magnoliopsida,Tracheophyta,Plantae,"Banco Taxonômico Integrado da Biodiversidade Brasileira - Flora, Funga e Fauna",G92N,,,TAXON,
84ZH,species,Muhlenbergia schreberi J.F.Gmel.,J.F.Gmel.,accepted,,Muhlenbergia Schreb.,Poaceae Barnhart,Poales,Liliopsida,Tracheophyta,Plantae,"Banco Taxonômico Integrado da Biodiversidade Brasileira - Flora, Funga e Fauna",P5S,,,TAXON,
FDMS,species,"Tryonia myriophylla (Sw.) Schuettp., J.Prado & A.T.Cochran","(Sw.) Schuettp., J.Prado & A.T.Cochran",accepted,,"Tryonia Schuettp., J.Prado & A.T.Cochran",Pteridaceae E.D.M.Kirchn.,Polypodiales,Polypodiopsida,Tracheophyta,Plantae,"Banco Taxonômico Integrado da Biodiversidade Brasileira - Flora, Funga e Fauna",7N3N,,,TAXON,
QWB,species,Geranium purpureum Vill.,Vill.,accepted,,Geranium L.,Geraniaceae Juss.,Geraniales,Magnoliopsida,Tracheophyta,Plantae,"Banco Taxonômico Integrado da Biodiversidade Brasileira - Flora, Funga e Fauna",DBXR,,,TAXON,
72BJ,species,"Enyalius leechii (Boulenger, 1885)","(Boulenger, 1885)",accepted,,"Enyalius Wagler, 1830","Leiosauridae Frost, Etheridge, Janies & Titus, 2001","Squamata Oppel, 1811","Reptilia Laurenti, 1768","Chordata Haeckel, 1874",Animalia,"Banco Taxonômico Integrado da Biodiversidade Brasileira - Flora, Funga e Fauna",FYQD,,,TAXON,
4KLN,species,Jacquemontia sphaerostigma (Cav.) Rusby,(Cav.) Rusby,accepted,,Jacquemontia Choisy,Convolvulaceae Juss.,Solanales,Magnoliopsida,Tracheophyta,Plantae,"Banco Taxonômico Integrado da Biodiversidade Brasileira - Flora, Funga e Fauna",7LDR,,,TAXON,
6CX4,species,Neomarica candida (Hassl.) Sprague,(Hassl.) Sprague,accepted,,Neomarica Sprague,Iridaceae Juss.,Asparagales,Liliopsida,Tracheophyta,Plantae,"Banco Taxonômico Integrado da Biodiversidade Brasileira - Flora, Funga e Fauna",DJVF,,,TAXON,
GYJD,species,Cecropia glaziovii Snethl.,Snethl.,accepted,,Cecropia Loefl.,Urticaceae Juss.,Rosales,Magnoliopsida,Tracheophyta,Plantae,"Banco Taxonômico Integrado da Biodiversidade Brasileira - Flora, Funga e Fauna",FGP2,,,TAXON,
B6ST,species,"Lindneria browni Metz & Irwin, 2000","Metz & Irwin, 2000",accepted,,"Lindneria Kröber, 1929","Therevidae Newman, 1834","Diptera Linnaeus, 1758","Insecta Linnaeus, 1758","Arthropoda Gravenhorst, 1843",Animalia,"Banco Taxonômico Integrado da Biodiversidade Brasileira - Flora, Funga e Fauna",DV5Z,,,TAXON,
HZR5,species,Waltheria viscosissima A.St.-Hil.,A.St.-Hil.,accepted,,Waltheria L.,Malvaceae Juss.,Malvales,Magnoliopsida,Tracheophyta,Plantae,"Banco Taxonômico Integrado da Biodiversidade Brasileira - Flora, Funga e Fauna",DTWF,,,TAXON,
GNTV,species,Rhodospatha latifolia Poepp.,Poepp.,accepted,,Rhodospatha Poepp.,Araceae Juss.,Alismatales,Liliopsida,Tracheophyta,Plantae,"Banco Taxonômico Integrado da Biodiversidade Brasileira - Flora, Funga e Fauna",63C6,,,TAXON,
82FM,species,Paspalum intermedium Munro ex Morong & Britton,Munro ex Morong & Britton,accepted,,Paspalum L.,Poaceae Barnhart,Poales,Liliopsida,Tracheophyta,Plantae,"Banco Taxonômico Integrado da Biodiversidade Brasileira - Flora, Funga e Fauna",HV2W,,,TAXON,
H2KB,species,"Toxorhynchites (Lynchiella) haemorrhoidalis (Fabricius, 1787)","(Fabricius, 1787)",accepted,,"Toxorhynchites Theobald, 1901","Culicidae Meigen, 1818","Diptera Linnaeus, 1758","Insecta Linnaeus, 1758","Arthropoda Gravenhorst, 1843",Animalia,"Banco Taxonômico Integrado da Biodiversidade Brasileira - Flora, Funga e Fauna",6MWP,,,TAXON,
6C92,species,Didymoglossum kapplerianum (Sturm) Ebihara & Dubuisson,(Sturm) Ebihara & Dubuisson,accepted,,Didymoglossum Desv.,Hymenophyllaceae Gaudich.,Hymenophyllales,Polypodiopsida,Tracheophyta,Plantae,"Banco Taxonômico Integrado da Biodiversidade Brasileira - Flora, Funga e Fauna",7ZK4,,,TAXON,
89RF,species,"Antigonus nearchus (Latreille, 1817)","(Latreille, 1817)",accepted,,"Antigonus Hübner, [1819]","Hesperiidae Latreille, 1809","Lepidoptera Linnaeus, 1758","Insecta Linnaeus, 1758","Arthropoda Gravenhorst, 1843",Animalia,"Banco Taxonômico Integrado da Biodiversidade Brasileira - Flora, Funga e Fauna",KJN,,,TAXON,
DDP4,species,Stachytarpheta cearensis Moldenke,Moldenke,accepted,,Stachytarpheta Vahl,Verbenaceae J.St.-Hil.,Lamiales,Magnoliopsida,Tracheophyta,Plantae,"Banco Taxonômico Integrado da Biodiversidade Brasileira - Flora, Funga e Fauna",82LQ,,,TAXON,
R7D,species,Doliocarpus hilarianus (Kubitzki) Aymard,(Kubitzki) Aymard,accepted,,Doliocarpus Rol.,Dilleniaceae Salisb.,Dilleniales,Magnoliopsida,Tracheophyta,Plantae,"Banco Taxonômico Integrado da Biodiversidade Brasileira - Flora, Funga e Fauna",3VWZ,,,TAXON,
6WHQ,species,Cyclodium guianense (Klotzsch) van der Werff ex L.D.Gómez,(Klotzsch) van der Werff ex L.D.Gómez,accepted,,Cyclodium C.Presl,Dryopteridaceae Herter,Polypodiales,Polypodiopsida,Tracheophyta,Plantae,"Banco Taxonômico Integrado da Biodiversidade Brasileira - Flora, Funga e Fauna",3BSF,,,TAXON,
37CS,species,"Edebessa purens Walker, 1856","Walker, 1856",accepted,,"Edebessa Walker, 1856","Megalopygidae Herrich-Schäffer, 1855","Lepidoptera Linnaeus, 1758","Insecta Linnaeus, 1758","Arthropoda Gravenhorst, 1843",Animalia,"Banco Taxonômico Integrado da Biodiversidade Brasileira - Flora, Funga e Fauna",5K92,,,TAXON,
HHWK,species,Eremocaulon capitatum (Trin.) Londoño,(Trin.) Londoño,accepted,,Eremocaulon Soderstr.,Poaceae Barnhart,Poales,Liliopsida,Tracheophyta,Plantae,"Banco Taxonômico Integrado da Biodiversidade Brasileira - Flora, Funga e Fauna",55H3,,,TAXON,
