ID taxonômico,Classificação taxonômica,nome científico,scientificNameAuthorship,taxonomicStatus,estabelecer meios,Gênero,família,ordem,classe,filo,reino,nome do conjunto de dados,parentGuid,acceptedConceptName,acceptedConceptID,tipo,título
GVLF,species,"Physocyclus viridis (Mello-Leitão, 1940)","(Mello-Leitão, 1940)",accepted,,"Physocyclus Simon, 1893","Pholcidae Koch, 1850","Araneae Clerck, 1757","Arachnida Lamarck, 1801","Arthropoda Gravenhorst, 1843",Animalia,"Banco Taxonômico Integrado da Biodiversidade Brasileira - Flora, Funga e Fauna",G45H,,,TAXON,
3J47,species,Passiflora araujoi Sacco,Sacco,accepted,,Passiflora L.,Passifloraceae Juss. ex Roussel,Malpighiales,Magnoliopsida,Tracheophyta,Plantae,"Banco Taxonômico Integrado da Biodiversidade Brasileira - Flora, Funga e Fauna",CY2Y,,,TAXON,
6RY6,species,"Camptopleura auxo (Möschler, 1879)","(Möschler, 1879)",accepted,,"Camptopleura Mabille, 1877","Hesperiidae Latreille, 1809","Lepidoptera Linnaeus, 1758","Insecta Linnaeus, 1758","Arthropoda Gravenhorst, 1843",Animalia,"Banco Taxonômico Integrado da Biodiversidade Brasileira - Flora, Funga e Fauna",6TXS,,,TAXON,
9HV3,species,Serjania erecta Radlk.,Radlk.,accepted,,Serjania Mill.,Sapindaceae Juss.,Sapindales,Magnoliopsida,Tracheophyta,Plantae,"Banco Taxonômico Integrado da Biodiversidade Brasileira - Flora, Funga e Fauna",Y8D,,,TAXON,
9BQ2,species,"Turdus rufiventris Vieillot, 1818","Vieillot, 1818",accepted,,"Turdus Linnaeus, 1758","Turdidae Rafinesque, 1815","Passeriformes Linnaeus, 1758","Aves Linnaeus, 1758","Chordata Haeckel, 1874",Animalia,"Banco Taxonômico Integrado da Biodiversidade Brasileira - Flora, Funga e Fauna",5V85,,,TAXON,
9YC4,species,Tectaria incisa Cav.,Cav.,accepted,,Tectaria Cav.,Tectariaceae Panigrahi,Polypodiales,Polypodiopsida,Tracheophyta,Plantae,"Banco Taxonômico Integrado da Biodiversidade Brasileira - Flora, Funga e Fauna",9ZS9,,,TAXON,
XT7,species,Schwenckia americana Rooyen ex L.,Rooyen ex L.,accepted,,Schwenckia L.,Solanaceae A.Juss.,Solanales,Magnoliopsida,Tracheophyta,Plantae,"Banco Taxonômico Integrado da Biodiversidade Brasileira - Flora, Funga e Fauna",9S3T,,,TAXON,
3HS7,species,Mouriri pauciflora Spruce ex Cogn.,Spruce ex Cogn.,accepted,,Mouriri Aubl.,Melastomataceae A.Juss.,Myrtales,Magnoliopsida,Tracheophyta,Plantae,"Banco Taxonômico Integrado da Biodiversidade Brasileira - Flora, Funga e Fauna",HWSQ,,,TAXON,
89MH,species,Psychotria leiocarpa Cham. & Schltdl.,Cham. & Schltdl.,accepted,,Psychotria L.,Rubiaceae Juss.,Gentianales,Magnoliopsida,Tracheophyta,Plantae,"Banco Taxonômico Integrado da Biodiversidade Brasileira - Flora, Funga e Fauna",3JQT,,,TAXON,
BP6V,species,"Cyclosoma (Monrosiacassis) strigata (Panzer, 1798)","(Panzer, 1798)",accepted,,"Cyclosoma Guérin-Méneville, 1833","Chrysomelidae Latreille, 1802","Coleoptera Linnaeus, 1758","Insecta Linnaeus, 1758","Arthropoda Gravenhorst, 1843",Animalia,"Banco Taxonômico Integrado da Biodiversidade Brasileira - Flora, Funga e Fauna",C8K7,,,TAXON,
KWD,species,"Conognatha (Pithiscus) insignis (Perty, 1830)","(Perty, 1830)",accepted,,"Conognatha Eschscholtz, 1829","Buprestidae Leach, 1815","Coleoptera Linnaeus, 1758","Insecta Linnaeus, 1758","Arthropoda Gravenhorst, 1843",Animalia,"Banco Taxonômico Integrado da Biodiversidade Brasileira - Flora, Funga e Fauna",7TZ4,,,TAXON,
HSWC,species,Comolia smithii Wurdack,Wurdack,accepted,,Comolia DC.,Melastomataceae A.Juss.,Myrtales,Magnoliopsida,Tracheophyta,Plantae,"Banco Taxonômico Integrado da Biodiversidade Brasileira - Flora, Funga e Fauna",443J,,,TAXON,
BVPM,species,Campylocentrum grisebachii Cogn.,Cogn.,accepted,,Campylocentrum Benth.,Orchidaceae A.Juss.,Asparagales,Liliopsida,Tracheophyta,Plantae,"Banco Taxonômico Integrado da Biodiversidade Brasileira - Flora, Funga e Fauna",D6CR,,,TAXON,
692W,species,"Schistochlamys ruficapillus (Vieillot, 1817)","(Vieillot, 1817)",accepted,,"Schistochlamys Reichenbach, 1850","Thraupidae Cabanis, 1847","Passeriformes Linnaeus, 1758","Aves Linnaeus, 1758","Chordata Haeckel, 1874",Animalia,"Banco Taxonômico Integrado da Biodiversidade Brasileira - Flora, Funga e Fauna",GDRS,,,TAXON,
CVQP,species,Paepalanthus balansae Ruhland,Ruhland,accepted,,Paepalanthus Mart.,Eriocaulaceae Martinov,Poales,Liliopsida,Tracheophyta,Plantae,"Banco Taxonômico Integrado da Biodiversidade Brasileira - Flora, Funga e Fauna",9N6W,,,TAXON,
3P37,species,Phoradendron caripense Eichler,Eichler,accepted,,Phoradendron Nutt.,Santalaceae R.Br.,Santalales,Magnoliopsida,Tracheophyta,Plantae,"Banco Taxonômico Integrado da Biodiversidade Brasileira - Flora, Funga e Fauna",63BS,,,TAXON,
CRMK,species,"Strephonota strephon (Fabricius, 1775)","(Fabricius, 1775)",accepted,,"Strephonota Johnson, Austin, Le Crom & Salazar, 1997","Lycaenidae Leach, 1815","Lepidoptera Linnaeus, 1758","Insecta Linnaeus, 1758","Arthropoda Gravenhorst, 1843",Animalia,"Banco Taxonômico Integrado da Biodiversidade Brasileira - Flora, Funga e Fauna",D8MG,,,TAXON,
7ZRG,species,"Morpheis xylotribus (Herrich-Schäffer, 1853)","(Herrich-Schäffer, 1853)",accepted,,"Morpheis Hübner, 1820","Cossidae Leach, 1815","Lepidoptera Linnaeus, 1758","Insecta Linnaeus, 1758","Arthropoda Gravenhorst, 1843",Animalia,"Banco Taxonômico Integrado da Biodiversidade Brasileira - Flora, Funga e Fauna",T5P,,,TAXON,
5CK,species,Pseudomerulius curtisii (Berk.) Redhead & Ginns,(Berk.) Redhead & Ginns,accepted,,Pseudomerulius Jülich,,Boletales E.-J.Gilbert,,Basidiomycota Whittaker ex R.T. Moore,Fungi,"Banco Taxonômico Integrado da Biodiversidade Brasileira - Flora, Funga e Fauna",LJR,,,TAXON,
7BDQ,species,Wunderlichia mirabilis Riedel ex Baker,Riedel ex Baker,accepted,,Wunderlichia Riedel ex Benth.,Asteraceae Bercht. & J.Presl,Asterales,Magnoliopsida,Tracheophyta,Plantae,"Banco Taxonômico Integrado da Biodiversidade Brasileira - Flora, Funga e Fauna",6PQS,,,TAXON,
GVDV,species,Euphorbia milii Des Moul.,Des Moul.,accepted,,Euphorbia L.,Euphorbiaceae Juss.,Malpighiales,Magnoliopsida,Tracheophyta,Plantae,"Banco Taxonômico Integrado da Biodiversidade Brasileira - Flora, Funga e Fauna",CWJY,,,TAXON,
FPK5,species,"Tolypeutes tricinctus (Linnaeus, 1758)","(Linnaeus, 1758)",accepted,,"Tolypeutes Illiger, 1811","Chlamyphoridae Bonaparte, 1850","Cingulata Illiger, 1821","Mammalia Linnaeus, 1758","Chordata Haeckel, 1874",Animalia,"Banco Taxonômico Integrado da Biodiversidade Brasileira - Flora, Funga e Fauna",HCMW,,,TAXON,
75ZY,species,Eragrostis cataclasta Nicora,Nicora,accepted,,Eragrostis Wolf,Poaceae Barnhart,Poales,Liliopsida,Tracheophyta,Plantae,"Banco Taxonômico Integrado da Biodiversidade Brasileira - Flora, Funga e Fauna",FTJP,,,TAXON,
87D,species,Miconia hyemalis A.St.-Hil. & Naudin,A.St.-Hil. & Naudin,accepted,,Miconia Ruiz & Pav.,Melastomataceae A.Juss.,Myrtales,Magnoliopsida,Tracheophyta,Plantae,"Banco Taxonômico Integrado da Biodiversidade Brasileira - Flora, Funga e Fauna",B5V5,,,TAXON,
HN8V,species,"Pteroglossus bitorquatus Vigors, 1826","Vigors, 1826",accepted,,"Pteroglossus Illiger, 1811","Ramphastidae Vigors, 1825","Piciformes Meyer & Wolf, 1810","Aves Linnaeus, 1758","Chordata Haeckel, 1874",Animalia,"Banco Taxonômico Integrado da Biodiversidade Brasileira - Flora, Funga e Fauna",FTS2,,,TAXON,
5V63,species,Emmeorhiza umbellata (Spreng.) K.Schum.,(Spreng.) K.Schum.,accepted,,Emmeorhiza Pohl ex Endl.,Rubiaceae Juss.,Gentianales,Magnoliopsida,Tracheophyta,Plantae,"Banco Taxonômico Integrado da Biodiversidade Brasileira - Flora, Funga e Fauna",H9WN,,,TAXON,
J783,species,Lytoneuron ornithopus (Mett. ex Hook. & Baker) Yesilyurt,(Mett. ex Hook. & Baker) Yesilyurt,accepted,,Lytoneuron (Klotzsch) Yesilyurt,Pteridaceae E.D.M.Kirchn.,Polypodiales,Polypodiopsida,Tracheophyta,Plantae,"Banco Taxonômico Integrado da Biodiversidade Brasileira - Flora, Funga e Fauna",89G9,,,TAXON,
BQK2,species,"Aphis nerii Boyer de Fonscolombe, 1841","Boyer de Fonscolombe, 1841",accepted,,"Aphis Linnaeus, 1758",Aphididae,"Hemiptera Linnaeus, 1758","Insecta Linnaeus, 1758","Arthropoda Gravenhorst, 1843",Animalia,"Banco Taxonômico Integrado da Biodiversidade Brasileira - Flora, Funga e Fauna",K4X,,,TAXON,
858N,species,Malaxis warmingii (Rchb.f.) Kuntze,(Rchb.f.) Kuntze,accepted,,Malaxis Sol. ex Sw.,Orchidaceae A.Juss.,Asparagales,Liliopsida,Tracheophyta,Plantae,"Banco Taxonômico Integrado da Biodiversidade Brasileira - Flora, Funga e Fauna",5G7F,,,TAXON,
FNSC,species,"Psorophora (Janthinosoma) discrucians (Walker, 1856)","(Walker, 1856)",accepted,,"Psorophora Robineau-Desvoidy, 1827","Culicidae Meigen, 1818","Diptera Linnaeus, 1758","Insecta Linnaeus, 1758","Arthropoda Gravenhorst, 1843",Animalia,"Banco Taxonômico Integrado da Biodiversidade Brasileira - Flora, Funga e Fauna",G94K,,,TAXON,
DMQT,species,Elaeoluma schomburgkiana (Miq.) Baill.,(Miq.) Baill.,accepted,,Elaeoluma Baill.,Sapotaceae Juss.,Ericales,Magnoliopsida,Tracheophyta,Plantae,"Banco Taxonômico Integrado da Biodiversidade Brasileira - Flora, Funga e Fauna",C6XW,,,TAXON,
FRB7,species,Pseudima frutescens (Aubl.) Radlk.,(Aubl.) Radlk.,accepted,,Pseudima Radlk.,Sapindaceae Juss.,Sapindales,Magnoliopsida,Tracheophyta,Plantae,"Banco Taxonômico Integrado da Biodiversidade Brasileira - Flora, Funga e Fauna",CGXH,,,TAXON,
63BZ,species,"Megalopyge albicollis (Walker, 1855)","(Walker, 1855)",accepted,,"Megalopyge Hübner, 1820","Megalopygidae Herrich-Schäffer, 1855","Lepidoptera Linnaeus, 1758","Insecta Linnaeus, 1758","Arthropoda Gravenhorst, 1843",Animalia,"Banco Taxonômico Integrado da Biodiversidade Brasileira - Flora, Funga e Fauna",9T4M,,,TAXON,
BM3T,species,"Micrurus tikuna Feitosa, Silva Junior, Pires, Zaher & Prudente, 2015","Feitosa, Silva Junior, Pires, Zaher & Prudente, 2015",accepted,,"Micrurus Wagler, 1824","Elapidae Boie, 1827","Squamata Oppel, 1811","Reptilia Laurenti, 1768","Chordata Haeckel, 1874",Animalia,"Banco Taxonômico Integrado da Biodiversidade Brasileira - Flora, Funga e Fauna",9RHT,,,TAXON,
578R,species,Leandra fallacissima Markgr.,Markgr.,accepted,,Leandra Raddi,Melastomataceae A.Juss.,Myrtales,Magnoliopsida,Tracheophyta,Plantae,"Banco Taxonômico Integrado da Biodiversidade Brasileira - Flora, Funga e Fauna",BXRL,,,TAXON,
4MW4,species,"Rhobonda gaurisana Walker, 1863","Walker, 1863",accepted,,"Rhobonda Walker, 1963","Choreutidae Stainton, 1854","Lepidoptera Linnaeus, 1758","Insecta Linnaeus, 1758","Arthropoda Gravenhorst, 1843",Animalia,"Banco Taxonômico Integrado da Biodiversidade Brasileira - Flora, Funga e Fauna",3SNH,,,TAXON,
3RFP,species,Leandra adenothrix Cogn.,Cogn.,accepted,,Leandra Raddi,Melastomataceae A.Juss.,Myrtales,Magnoliopsida,Tracheophyta,Plantae,"Banco Taxonômico Integrado da Biodiversidade Brasileira - Flora, Funga e Fauna",BXRL,,,TAXON,
6Q52,species,Pera glabrata (Schott) Baill.,(Schott) Baill.,accepted,,Pera Mutis,Peraceae Klotzsch,Malpighiales,Magnoliopsida,Tracheophyta,Plantae,"Banco Taxonômico Integrado da Biodiversidade Brasileira - Flora, Funga e Fauna",B5G9,,,TAXON,
3F6Y,species,Himatanthus drasticus (Mart.) Plumel,(Mart.) Plumel,accepted,,Himatanthus Willdenow,Apocynaceae Juss.,Gentianales,Magnoliopsida,Tracheophyta,Plantae,"Banco Taxonômico Integrado da Biodiversidade Brasileira - Flora, Funga e Fauna",6KHH,,,TAXON,
39N7,species,"Pheugopedius genibarbis (Swainson, 1838)","(Swainson, 1838)",accepted,,"Pheugopedius Cabanis, 1850","Troglodytidae Swainson, 1831","Passeriformes Linnaeus, 1758","Aves Linnaeus, 1758","Chordata Haeckel, 1874",Animalia,"Banco Taxonômico Integrado da Biodiversidade Brasileira - Flora, Funga e Fauna",C5SG,,,TAXON,
DRK,species,"Elaphria obscura (Schaus, 1906)","(Schaus, 1906)",accepted,,"Elaphria Hübner, 1818","Noctuidae Latreille, 1809","Lepidoptera Linnaeus, 1758","Insecta Linnaeus, 1758","Arthropoda Gravenhorst, 1843",Animalia,"Banco Taxonômico Integrado da Biodiversidade Brasileira - Flora, Funga e Fauna",7VQ8,,,TAXON,
4NCN,species,Anemia marginata Mickel,Mickel,accepted,,Anemia Sw.,Anemiaceae Link,Schizaeales,Polypodiopsida,Tracheophyta,Plantae,"Banco Taxonômico Integrado da Biodiversidade Brasileira - Flora, Funga e Fauna",BJ9Z,,,TAXON,
C46D,species,"Cephalotes pallens (Klug, 1824)","(Klug, 1824)",accepted,,"Cephalotes Latreille, 1802","Formicidae Latreille, 1802","Hymenoptera Linnaeus, 1758","Insecta Linnaeus, 1758","Arthropoda Gravenhorst, 1843",Animalia,"Banco Taxonômico Integrado da Biodiversidade Brasileira - Flora, Funga e Fauna",4DCM,,,TAXON,
CCWX,species,Cissus spinosa Cambess.,Cambess.,accepted,,Cissus L.,Vitaceae Juss.,Vitales,Magnoliopsida,Tracheophyta,Plantae,"Banco Taxonômico Integrado da Biodiversidade Brasileira - Flora, Funga e Fauna",GJW6,,,TAXON,
HDX4,species,Acianthera limae (Porto & Brade) Pridgeon & M.W.Chase,(Porto & Brade) Pridgeon & M.W.Chase,accepted,,Acianthera Scheidw.,Orchidaceae A.Juss.,Asparagales,Liliopsida,Tracheophyta,Plantae,"Banco Taxonômico Integrado da Biodiversidade Brasileira - Flora, Funga e Fauna",8HB7,,,TAXON,
CP4S,species,Sida viarum A.St.-Hil.,A.St.-Hil.,accepted,,Sida L.,Malvaceae Juss.,Malvales,Magnoliopsida,Tracheophyta,Plantae,"Banco Taxonômico Integrado da Biodiversidade Brasileira - Flora, Funga e Fauna",BHBK,,,TAXON,
534X,species,Leandra debilis (Naudin) Cogn.,(Naudin) Cogn.,accepted,,Leandra Raddi,Melastomataceae A.Juss.,Myrtales,Magnoliopsida,Tracheophyta,Plantae,"Banco Taxonômico Integrado da Biodiversidade Brasileira - Flora, Funga e Fauna",BXRL,,,TAXON,
FZWF,species,"Nycticorax nycticorax (Linnaeus, 1758)","(Linnaeus, 1758)",accepted,,"Nycticorax Forster, 1817","Ardeidae Leach, 1820","Pelecaniformes Sharpe, 1891","Aves Linnaeus, 1758","Chordata Haeckel, 1874",Animalia,"Banco Taxonômico Integrado da Biodiversidade Brasileira - Flora, Funga e Fauna",FRG7,,,TAXON,
67P4,species,"Phacellodomus striaticollis (d'Orbigny & Lafresnaye, 1838)","(d'Orbigny & Lafresnaye, 1838)",accepted,,"Phacellodomus Reichenbach, 1853","Furnariidae Gray, 1840","Passeriformes Linnaeus, 1758","Aves Linnaeus, 1758","Chordata Haeckel, 1874",Animalia,"Banco Taxonômico Integrado da Biodiversidade Brasileira - Flora, Funga e Fauna",H947,,,TAXON,
7V3P,species,Psychotria fluminensis Vell.,Vell.,accepted,,Psychotria L.,Rubiaceae Juss.,Gentianales,Magnoliopsida,Tracheophyta,Plantae,"Banco Taxonômico Integrado da Biodiversidade Brasileira - Flora, Funga e Fauna",3JQT,,,TAXON,
CK2S,species,Byrsonima stannardii W.R.Anderson,W.R.Anderson,accepted,,Byrsonima Rich. ex Kunth,Malpighiaceae Juss.,Malpighiales,Magnoliopsida,Tracheophyta,Plantae,"Banco Taxonômico Integrado da Biodiversidade Brasileira - Flora, Funga e Fauna",5K5C,,,TAXON,
DLSX,species,Myrcia pubiflora DC.,DC.,accepted,,Myrcia DC.,Myrtaceae Juss.,Myrtales,Magnoliopsida,Tracheophyta,Plantae,"Banco Taxonômico Integrado da Biodiversidade Brasileira - Flora, Funga e Fauna",8V6D,,,TAXON,
4D98,species,"Corydalus nubilus Erichson, 1848","Erichson, 1848",accepted,,"Corydalus Latreille, 1802","Corydalidae Leach in Brewster, 1815","Megaloptera Latreille, 1802","Insecta Linnaeus, 1758","Arthropoda Gravenhorst, 1843",Animalia,"Banco Taxonômico Integrado da Biodiversidade Brasileira - Flora, Funga e Fauna",HZVW,,,TAXON,
GSP7,species,Eltroplectris schlechteriana (Porto & Brade) Pabst,(Porto & Brade) Pabst,accepted,,Eltroplectris Raf.,Orchidaceae A.Juss.,Asparagales,Liliopsida,Tracheophyta,Plantae,"Banco Taxonômico Integrado da Biodiversidade Brasileira - Flora, Funga e Fauna",DVTZ,,,TAXON,
DWD4,species,Prepusa viridiflora Brade,Brade,accepted,,Prepusa Mart.,Gentianaceae Juss.,Gentianales,Magnoliopsida,Tracheophyta,Plantae,"Banco Taxonômico Integrado da Biodiversidade Brasileira - Flora, Funga e Fauna",GXXW,,,TAXON,
DXBD,species,Virola officinalis Warb.,Warb.,accepted,,Virola Aubl.,Myristicaceae R.Br.,Magnoliales,Magnoliopsida,Tracheophyta,Plantae,"Banco Taxonômico Integrado da Biodiversidade Brasileira - Flora, Funga e Fauna",7ZL2,,,TAXON,
762M,species,Catasetum denticulatum F.E.L.Miranda,F.E.L.Miranda,accepted,,Catasetum Rich. ex Kunth,Orchidaceae A.Juss.,Asparagales,Liliopsida,Tracheophyta,Plantae,"Banco Taxonômico Integrado da Biodiversidade Brasileira - Flora, Funga e Fauna",H8T9,,,TAXON,
WQD,species,Ficus enormis Mart. ex Miq.,Mart. ex Miq.,accepted,,Ficus L.,Moraceae Gaudich.,Rosales,Magnoliopsida,Tracheophyta,Plantae,"Banco Taxonômico Integrado da Biodiversidade Brasileira - Flora, Funga e Fauna",79X2,,,TAXON,
4M4L,species,Eriotheca gracilipes (K.Schum.) A.Robyns,(K.Schum.) A.Robyns,accepted,,Eriotheca Schott & Endl.,Malvaceae Juss.,Malvales,Magnoliopsida,Tracheophyta,Plantae,"Banco Taxonômico Integrado da Biodiversidade Brasileira - Flora, Funga e Fauna",BGZR,,,TAXON,
CH38,species,"Hoodus pelopidas (Fabricius, 1793)","(Fabricius, 1793)",accepted,,"Hoodus Grishin, 2019","Hesperiidae Latreille, 1809","Lepidoptera Linnaeus, 1758","Insecta Linnaeus, 1758","Arthropoda Gravenhorst, 1843",Animalia,"Banco Taxonômico Integrado da Biodiversidade Brasileira - Flora, Funga e Fauna",DD24,,,TAXON,
68KN,species,Pleroma macrochiton (Mart. ex DC.) Triana,(Mart. ex DC.) Triana,accepted,,Pleroma D.Don,Melastomataceae A.Juss.,Myrtales,Magnoliopsida,Tracheophyta,Plantae,"Banco Taxonômico Integrado da Biodiversidade Brasileira - Flora, Funga e Fauna",J5QD,,,TAXON,
6YWX,species,Anthurium lindmanianum Engl.,Engl.,accepted,,Anthurium Schott,Araceae Juss.,Alismatales,Liliopsida,Tracheophyta,Plantae,"Banco Taxonômico Integrado da Biodiversidade Brasileira - Flora, Funga e Fauna",6JCC,,,TAXON,
HGP6,species,Campomanesia pubescens (Mart. ex DC.) O.Berg,(Mart. ex DC.) O.Berg,accepted,,Campomanesia Ruiz & Pav.,Myrtaceae Juss.,Myrtales,Magnoliopsida,Tracheophyta,Plantae,"Banco Taxonômico Integrado da Biodiversidade Brasileira - Flora, Funga e Fauna",3R8Z,,,TAXON,
GZCF,species,Miconia inconspicua Miq.,Miq.,accepted,,Miconia Ruiz & Pav.,Melastomataceae A.Juss.,Myrtales,Magnoliopsida,Tracheophyta,Plantae,"Banco Taxonômico Integrado da Biodiversidade Brasileira - Flora, Funga e Fauna",B5V5,,,TAXON,
VMS,species,"Calidris fuscicollis (Vieillot, 1819)","(Vieillot, 1819)",accepted,,"Calidris Merrem, 1804","Scolopacidae Rafinesque, 1815","Charadriiformes Huxley, 1867","Aves Linnaeus, 1758","Chordata Haeckel, 1874",Animalia,"Banco Taxonômico Integrado da Biodiversidade Brasileira - Flora, Funga e Fauna",DSVY,,,TAXON,
HCKF,species,"Notharchus tectus (Boddaert, 1783)","(Boddaert, 1783)",accepted,,"Notharchus Cabanis & Heine, 1863","Bucconidae Horsfield, 1821","Galbuliformes Fürbringer, 1888","Aves Linnaeus, 1758","Chordata Haeckel, 1874",Animalia,"Banco Taxonômico Integrado da Biodiversidade Brasileira - Flora, Funga e Fauna",D9B2,,,TAXON,
3LXH,species,Orthophytum foliosum L.B.Sm.,L.B.Sm.,accepted,,Orthophytum Beer,Bromeliaceae A.Juss.,Poales,Liliopsida,Tracheophyta,Plantae,"Banco Taxonômico Integrado da Biodiversidade Brasileira - Flora, Funga e Fauna",45WP,,,TAXON,
CXQV,species,"Corydalus hecate McLachlan, 1866","McLachlan, 1866",accepted,,"Corydalus Latreille, 1802","Corydalidae Leach in Brewster, 1815","Megaloptera Latreille, 1802","Insecta Linnaeus, 1758","Arthropoda Gravenhorst, 1843",Animalia,"Banco Taxonômico Integrado da Biodiversidade Brasileira - Flora, Funga e Fauna",HZVW,,,TAXON,
DRYY,species,"Melanopareia torquata Wied, 1831","Wied, 1831",accepted,,"Melanopareia Reichenbach, 1853","Melanopareiidae Ericson, Olson, Irested, Alvarenga & Fjeldså, 2010","Passeriformes Linnaeus, 1758","Aves Linnaeus, 1758","Chordata Haeckel, 1874",Animalia,"Banco Taxonômico Integrado da Biodiversidade Brasileira - Flora, Funga e Fauna",CJWV,,,TAXON,
GGNL,species,Campomanesia simulans M.L.Kawas.,M.L.Kawas.,accepted,,Campomanesia Ruiz & Pav.,Myrtaceae Juss.,Myrtales,Magnoliopsida,Tracheophyta,Plantae,"Banco Taxonômico Integrado da Biodiversidade Brasileira - Flora, Funga e Fauna",3R8Z,,,TAXON,
CJG6,species,Schlumbergera truncata (Haw.) Moran,(Haw.) Moran,accepted,,Schlumbergera Lem.,Cactaceae Juss.,Caryophyllales,Magnoliopsida,Tracheophyta,Plantae,"Banco Taxonômico Integrado da Biodiversidade Brasileira - Flora, Funga e Fauna",B8ZF,,,TAXON,
66F4,species,Enydra sessilis A.DC,A.DC,accepted,,Enydra Lour.,Asteraceae Bercht. & J.Presl,Asterales,Magnoliopsida,Tracheophyta,Plantae,"Banco Taxonômico Integrado da Biodiversidade Brasileira - Flora, Funga e Fauna",GFPQ,,,TAXON,
4QFG,species,Passiflora catharinensis Sacco,Sacco,accepted,,Passiflora L.,Passifloraceae Juss. ex Roussel,Malpighiales,Magnoliopsida,Tracheophyta,Plantae,"Banco Taxonômico Integrado da Biodiversidade Brasileira - Flora, Funga e Fauna",CY2Y,,,TAXON,
6N2Q,species,Litothamnus ellipticus R.M.King & H.Rob.,R.M.King & H.Rob.,accepted,,Litothamnus R.M.King & H.Rob.,Asteraceae Bercht. & J.Presl,Asterales,Magnoliopsida,Tracheophyta,Plantae,"Banco Taxonômico Integrado da Biodiversidade Brasileira - Flora, Funga e Fauna",3PLS,,,TAXON,
8NFV,species,Pleroma scaberrimum Triana,Triana,accepted,,Pleroma D.Don,Melastomataceae A.Juss.,Myrtales,Magnoliopsida,Tracheophyta,Plantae,"Banco Taxonômico Integrado da Biodiversidade Brasileira - Flora, Funga e Fauna",J5QD,,,TAXON,
DY3T,species,Myrcia morroqueimadensis Kiaersk.,Kiaersk.,accepted,,Myrcia DC.,Myrtaceae Juss.,Myrtales,Magnoliopsida,Tracheophyta,Plantae,"Banco Taxonômico Integrado da Biodiversidade Brasileira - Flora, Funga e Fauna",8V6D,,,TAXON,
NT8,species,Chamaecrista kunthiana (Schltdl. & Cham.) H.S.Irwin & Barneby,(Schltdl. & Cham.) H.S.Irwin & Barneby,accepted,,Chamaecrista (L.) Moench,Fabaceae Lindl.,Fabales,Magnoliopsida,Tracheophyta,Plantae,"Banco Taxonômico Integrado da Biodiversidade Brasileira - Flora, Funga e Fauna",DPFZ,,,TAXON,
49Y8,species,"Pseudosphex aequalis (Walker, 1865)","(Walker, 1865)",accepted,,"Pseudosphex Hübner, 1818","Erebidae Leach, [1815]","Lepidoptera Linnaeus, 1758","Insecta Linnaeus, 1758","Arthropoda Gravenhorst, 1843",Animalia,"Banco Taxonômico Integrado da Biodiversidade Brasileira - Flora, Funga e Fauna",FMFS,,,TAXON,
HBDY,species,Ertela bahiensis (Engl.) Kuntze,(Engl.) Kuntze,accepted,,Ertela Adans.,Rutaceae A.Juss.,Sapindales,Magnoliopsida,Tracheophyta,Plantae,"Banco Taxonômico Integrado da Biodiversidade Brasileira - Flora, Funga e Fauna",C8TD,,,TAXON,
886R,species,Cheilolejeunea discoidea (Lehm. & Lindenb.) Kachr. & R.M.Schust.,(Lehm. & Lindenb.) Kachr. & R.M.Schust.,accepted,,Cheilolejeunea (Spruce) Steph.,Lejeuneaceae Rostovzev,Porellales,Jungermanniopsida,Marchantiophyta,Plantae,"Banco Taxonômico Integrado da Biodiversidade Brasileira - Flora, Funga e Fauna",BXDT,,,TAXON,
